I      sscartquery  2024-02-22 11:31:59.673  cpu:=1860000000  rt:=1922771760
I      sscartquery  2024-02-22 11:31:52.949  cpu:=1220000000  rt:=1253889686
I      sscartquery  2024-02-22 11:31:48.881  cpu:=420000000  rt:=428893547
I      sscartquery  2024-02-22 11:31:44.612  cpu:=720000000  rt:=755359205
I      sscartquery  2024-02-22 11:31:43.507  cpu:=730000000  rt:=769545316
I      sscartquery  2024-02-22 11:31:40.137  cpu:=120000000  rt:=120121448
I      sscartquery  2024-02-22 11:31:38.962  cpu:=770000000  rt:=791763237
I      sscartquery  2024-02-22 11:31:22.335  cpu:=3820000000  rt:=3923550588
I      sscartquery  2024-02-22 11:31:19.483  cpu:=670000000  rt:=674833294
I      sscartquery  2024-02-22 11:31:12.780  cpu:=1660000000  rt:=1717873916
I      sscartquery  2024-02-22 11:31:08.489  cpu:=260000000  rt:=261564863
I      sscartquery  2024-02-22 11:31:08.040  cpu:=440000000  rt:=448958314
I      sscartquery  2024-02-22 11:31:06.933  cpu:=860000000  rt:=886524390
I      sscartquery  2024-02-22 11:31:06.138  cpu:=970000000  rt:=995074422
I      sscartquery  2024-02-22 11:30:59.483  cpu:=2100000000  rt:=2164272894
I      sscartquery  2024-02-22 11:30:52.108  cpu:=2070000000  rt:=2128973587
I      sscartquery  2024-02-22 11:30:47.815  cpu:=1320000000  rt:=1373220359
I      sscartquery  2024-02-22 11:30:40.792  cpu:=160000000  rt:=158455648
I      sscartquery  2024-02-22 11:30:33.099  cpu:=80000000  rt:=82700720
I      sscartquery  2024-02-22 11:30:30.928  cpu:=310000000  rt:=324042530
I      sscartquery  2024-02-22 11:30:23.913  cpu:=150000000  rt:=152898521
I      sscartquery  2024-02-22 11:30:18.697  cpu:=1050000000  rt:=1088030044
I      sscartquery  2024-02-22 11:30:15.980  cpu:=760000000  rt:=772981489
I      sscartquery  2024-02-22 11:30:08.896  cpu:=2600000000  rt:=2675030168
I      sscartquery  2024-02-22 11:30:03.309  cpu:=1220000000  rt:=1267916993
I      sscartquery  2024-02-22 11:29:58.312  cpu:=2620000000  rt:=2688955130
I      sscartquery  2024-02-22 11:29:57.178  cpu:=300000000  rt:=301815627
I      sscartquery  2024-02-22 11:29:54.994  cpu:=710000000  rt:=731332243
I      sscartquery  2024-02-22 11:29:38.720  cpu:=1000000000  rt:=1040544205
I      sscartquery  2024-02-22 11:29:34.250  cpu:=1070000000  rt:=1128452118
I      sscartquery  2024-02-22 11:29:32.344  cpu:=1460000000  rt:=1523034749
I      sscartquery  2024-02-22 11:29:25.099  cpu:=390000000  rt:=397568817
I      sscartquery  2024-02-22 11:29:12.215  cpu:=480000000  rt:=486236755
I      sscartquery  2024-02-22 11:29:02.603  cpu:=200000000  rt:=203353942
I      sscartquery  2024-02-22 11:29:02.091  cpu:=340000000  rt:=357591255
I      sscartquery  2024-02-22 11:29:01.308  cpu:=670000000  rt:=689850683
I      sscartquery  2024-02-22 11:28:51.484  cpu:=880000000  rt:=902711096
I      sscartquery  2024-02-22 11:28:43.723  cpu:=380000000  rt:=378651768
I      sscartquery  2024-02-22 11:28:40.526  cpu:=1940000000  rt:=1995902147
I      sscartquery  2024-02-22 11:28:35.751  cpu:=1290000000  rt:=1309745985
I      sscartquery  2024-02-22 11:28:34.139  cpu:=20000000  rt:=11182812
I      sscartquery  2024-02-22 11:28:27.416  cpu:=110000000  rt:=103090685
I      sscartquery  2024-02-22 11:28:16.321  cpu:=2620000000  rt:=2693511300
I      sscartquery  2024-02-22 11:28:00.268  cpu:=1270000000  rt:=1315819092
I      sscartquery  2024-02-22 11:27:55.522  cpu:=30000000  rt:=25659408
I      sscartquery  2024-02-22 11:27:51.876  cpu:=430000000  rt:=442649115
I      sscartquery  2024-02-22 11:27:46.629  cpu:=130000000  rt:=129434786
I      sscartquery  2024-02-22 11:27:41.011  cpu:=2560000000  rt:=2625147887
I      sscartquery  2024-02-22 11:27:31.353  cpu:=1200000000  rt:=1224498377
I      sscartquery  2024-02-22 11:27:27.335  cpu:=20000000  rt:=19015397
I      sscartquery  2024-02-22 11:27:26.694  cpu:=1270000000  rt:=1297945882
I      sscartquery  2024-02-22 11:27:22.519  cpu:=710000000  rt:=754112694
I      sscartquery  2024-02-22 11:27:21.631  cpu:=580000000  rt:=598046745
I      sscartquery  2024-02-22 11:27:19.085  cpu:=230000000  rt:=235575033
I      sscartquery  2024-02-22 11:27:14.703  cpu:=490000000  rt:=498495033
I      sscartquery  2024-02-22 11:27:12.753  cpu:=2730000000  rt:=2808240070
