Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/ssaddress,1180,0,3200.0,3519.2733368529525,120.32668801839463,13698.831532004988,25.0,0.6573025955025945,0.0,3200,4200,4800,5200,6300,7300,8700,10000,11000,14000,14000
,Aggregated,1180,0,3200.0,3519.2733368529525,120.32668801839463,13698.831532004988,25.0,0.6573025955025945,0.0,3200,4200,4800,5200,6300,7300,8700,10000,11000,14000,14000
