I      sscart  2024-02-22 11:32:00.787  cpu:=820000000  rt:=3092699118
I      sscart  2024-02-22 11:31:54.252  cpu:=480000000  rt:=2623196037
I      sscart  2024-02-22 11:31:50.857  cpu:=150000000  rt:=2453317948
I      sscart  2024-02-22 11:31:47.252  cpu:=1030000000  rt:=3462768603
I      sscart  2024-02-22 11:31:44.886  cpu:=900000000  rt:=2201366803
I      sscart  2024-02-22 11:31:42.436  cpu:=2080000000  rt:=2465443438
I      sscart  2024-02-22 11:31:39.420  cpu:=450000000  rt:=1302758981
I      sscart  2024-02-22 11:31:25.086  cpu:=1080000000  rt:=6732761815
I      sscart  2024-02-22 11:31:22.024  cpu:=1850000000  rt:=3278290166
I      sscart  2024-02-22 11:31:13.290  cpu:=430000000  rt:=2291607168
I      sscart  2024-02-22 11:31:11.086  cpu:=890000000  rt:=5090684161
I      sscart  2024-02-22 11:31:10.555  cpu:=420000000  rt:=3002755036
I      sscart  2024-02-22 11:31:08.918  cpu:=740000000  rt:=1375619691
I      sscart  2024-02-22 11:31:07.185  cpu:=540000000  rt:=2089748502
I      sscart  2024-02-22 11:31:00.886  cpu:=520000000  rt:=3618414487
I      sscart  2024-02-22 11:30:52.387  cpu:=100000000  rt:=2464405150
I      sscart  2024-02-22 11:30:51.233  cpu:=2160000000  rt:=4851204582
I      sscart  2024-02-22 11:30:42.686  cpu:=1370000000  rt:=2127875968
I      sscart  2024-02-22 11:30:34.767  cpu:=680000000  rt:=1817710350
I      sscart  2024-02-22 11:30:33.691  cpu:=2260000000  rt:=3151298170
I      sscart  2024-02-22 11:30:27.934  cpu:=2640000000  rt:=4235287946
I      sscart  2024-02-22 11:30:19.318  cpu:=510000000  rt:=1762314013
I      sscart  2024-02-22 11:30:17.286  cpu:=210000000  rt:=2134129662
I      sscart  2024-02-22 11:30:11.816  cpu:=1490000000  rt:=5653011770
I      sscart  2024-02-22 11:30:04.644  cpu:=1060000000  rt:=2666468423
I      sscart  2024-02-22 11:29:59.986  cpu:=1280000000  rt:=3167860915
I      sscart  2024-02-22 11:29:59.986  cpu:=270000000  rt:=4420663480
I      sscart  2024-02-22 11:29:56.124  cpu:=500000000  rt:=1926928612
I      sscart  2024-02-22 11:29:41.034  cpu:=1380000000  rt:=3410643562
I      sscart  2024-02-22 11:29:37.299  cpu:=2460000000  rt:=4237876821
I      sscart  2024-02-22 11:29:34.086  cpu:=1100000000  rt:=3318548313
I      sscart  2024-02-22 11:29:27.872  cpu:=2210000000  rt:=3236112922
I      sscart  2024-02-22 11:29:19.846  cpu:=480000000  rt:=8166310968
I      sscart  2024-02-22 11:29:05.086  cpu:=2150000000  rt:=3405750491
I      sscart  2024-02-22 11:29:03.432  cpu:=560000000  rt:=1084670381
I      sscart  2024-02-22 11:29:01.785  cpu:=130000000  rt:=1219683789
I      sscart  2024-02-22 11:28:54.330  cpu:=680000000  rt:=3800424895
I      sscart  2024-02-22 11:28:44.744  cpu:=50000000  rt:=1458835018
I      sscart  2024-02-22 11:28:43.118  cpu:=1820000000  rt:=4641582339
I      sscart  2024-02-22 11:28:40.034  cpu:=3930000000  rt:=5639026142
I      sscart  2024-02-22 11:28:36.550  cpu:=450000000  rt:=2484172298
I      sscart  2024-02-22 11:28:30.334  cpu:=620000000  rt:=3076239547
I      sscart  2024-02-22 11:28:17.719  cpu:=130000000  rt:=4151909697
I      sscart  2024-02-22 11:28:01.786  cpu:=1100000000  rt:=2903986150
I      sscart  2024-02-22 11:27:56.812  cpu:=100000000  rt:=1371486100
I      sscart  2024-02-22 11:27:52.936  cpu:=980000000  rt:=1555669037
I      sscart  2024-02-22 11:27:50.116  cpu:=2890000000  rt:=3660095160
I      sscart  2024-02-22 11:27:42.386  cpu:=1230000000  rt:=4067015558
I      sscart  2024-02-22 11:27:33.907  cpu:=2210000000  rt:=3846593845
I      sscart  2024-02-22 11:27:28.697  cpu:=440000000  rt:=1452983042
I      sscart  2024-02-22 11:27:27.286  cpu:=280000000  rt:=1939391631
I      sscart  2024-02-22 11:27:25.050  cpu:=120000000  rt:=3345381576
I      sscart  2024-02-22 11:27:23.386  cpu:=1420000000  rt:=2418367660
I      sscart  2024-02-22 11:27:20.996  cpu:=280000000  rt:=2197423548
I      sscart  2024-02-22 11:27:17.216  cpu:=1400000000  rt:=3066926014
I      sscart  2024-02-22 11:27:15.708  cpu:=1370000000  rt:=5812596044
I      sscart  2024-02-22 11:27:13.628  cpu:=930000000  rt:=1550556245
I      sscart  2024-02-22 11:27:09.386  cpu:=2500000000  rt:=8598852633
I      sscart  2024-02-22 11:27:05.342  cpu:=140000000  rt:=680479415
I      sscart  2024-02-22 11:27:04.786  cpu:=290000000  rt:=2279025616
I      sscart  2024-02-22 11:27:02.252  cpu:=230000000  rt:=2775048203
I      sscart  2024-02-22 11:27:00.186  cpu:=1050000000  rt:=2349991350
I      sscart  2024-02-22 11:26:46.562  cpu:=520000000  rt:=1578015971
I      sscart  2024-02-22 11:26:45.988  cpu:=1810000000  rt:=2613588612
I      sscart  2024-02-22 11:26:35.586  cpu:=540000000  rt:=1378343323
I      sscart  2024-02-22 11:26:31.486  cpu:=520000000  rt:=1253367496
I      sscart  2024-02-22 11:26:31.211  cpu:=1120000000  rt:=4593424401
I      sscart  2024-02-22 11:26:29.888  cpu:=330000000  rt:=2732366538
I      sscart  2024-02-22 11:26:24.540  cpu:=200000000  rt:=2915222788
I      sscart  2024-02-22 11:26:24.389  cpu:=780000000  rt:=2852927272
I      sscart  2024-02-22 11:26:09.818  cpu:=840000000  rt:=2943598561
I      sscart  2024-02-22 11:26:05.086  cpu:=110000000  rt:=4271419046
I      sscart  2024-02-22 11:26:01.311  cpu:=1050000000  rt:=1601910038
I      sscart  2024-02-22 11:25:56.386  cpu:=540000000  rt:=1389796560
I      sscart  2024-02-22 11:25:54.797  cpu:=370000000  rt:=604497723
I      sscart  2024-02-22 11:25:53.019  cpu:=1070000000  rt:=2061951438
I      sscart  2024-02-22 11:25:50.109  cpu:=790000000  rt:=2945971938
I      sscart  2024-02-22 11:25:45.252  cpu:=130000000  rt:=3171247528
I      sscart  2024-02-22 11:25:34.586  cpu:=570000000  rt:=3385777408
I      sscart  2024-02-22 11:25:32.797  cpu:=1470000000  rt:=4042803697
I      sscart  2024-02-22 11:25:27.706  cpu:=70000000  rt:=379055327
I      sscart  2024-02-22 11:25:27.170  cpu:=80000000  rt:=3930451170
I      sscart  2024-02-22 11:25:20.007  cpu:=970000000  rt:=2480242268
I      sscart  2024-02-22 11:25:15.487  cpu:=1350000000  rt:=3640024377
I      sscart  2024-02-22 11:25:09.310  cpu:=940000000  rt:=2035699974
I      sscart  2024-02-22 11:24:58.426  cpu:=470000000  rt:=2273952120
I      sscart  2024-02-22 11:24:55.121  cpu:=420000000  rt:=964235441
I      sscart  2024-02-22 11:24:53.374  cpu:=80000000  rt:=1751018886
I      sscart  2024-02-22 11:24:46.928  cpu:=2570000000  rt:=4553586762
I      sscart  2024-02-22 11:24:38.939  cpu:=220000000  rt:=472767884
I      sscart  2024-02-22 11:24:35.411  cpu:=720000000  rt:=7141011368
I      sscart  2024-02-22 11:24:35.387  cpu:=860000000  rt:=2475801158
I      sscart  2024-02-22 11:24:19.986  cpu:=890000000  rt:=1331267375
I      sscart  2024-02-22 11:24:19.486  cpu:=470000000  rt:=2340194922
I      sscart  2024-02-22 11:24:16.941  cpu:=190000000  rt:=1108232853
I      sscart  2024-02-22 11:24:12.086  cpu:=4630000000  rt:=6500825398
I      sscart  2024-02-22 11:23:51.508  cpu:=1840000000  rt:=3801923730
I      sscart  2024-02-22 11:23:41.405  cpu:=440000000  rt:=2202026635
I      sscart  2024-02-22 11:23:32.554  cpu:=140000000  rt:=1468774041
I      sscart  2024-02-22 11:23:30.086  cpu:=860000000  rt:=2069318448
