insertId,"jsonPayload.""logging.googleapis.com/sourceLocation"".file","jsonPayload.""logging.googleapis.com/sourceLocation"".method",jsonPayload.message,"labels.""goog-managed-by""",labels.instanceId,logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,sourceLocation.file,timestamp
65e0e94f0007c2ccae62d074,functions/Logic.java,service,cpu:=1230000000  rt:=1878030426,cloudfunctions,00d087f5e036ca806e018580fa66b6863276961c1c01b1e04421966666388665d79fc5d9c700d4dd8834a1ce410654c744a86de0dcac6fb9d87d4ac5fae99b748bbad4,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:07.568203142Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:07.508620Z
65e0e94d000e17236a7cc1b4,functions/Logic.java,service,cpu:=30000000  rt:=845682470,cloudfunctions,00d087f5e04ca4bae6b5e9b2c7e1207ec120cbc87e2c8400458563aa8f6f3486def6411c885678635bab374453006ced9854145178c492ffc7db09a81d89e1c7cb1c66,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:06.235863839Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:05.923427Z
65e0e94c000be74520287796,functions/Logic.java,service,cpu:=670000000  rt:=2267877654,cloudfunctions,00d087f5e04ca4bae6b5e9b2c7e1207ec120cbc87e2c8400458563aa8f6f3486def6411c885678635bab374453006ced9854145178c492ffc7db09a81d89e1c7cb1c66,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:04.903369495Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:04.780101Z
65e0e94a000e134091475239,functions/Logic.java,service,cpu:=720000000  rt:=918443406,cloudfunctions,00d087f5e06ed25c751fefd3b6c3fc5341d26e9ff9f141b2e8dddd5d12161f3c02528bab035c6b6c3d5564646e041764d5932873d985298e343dda5d97fd8b6c55fc7f,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:03.238024251Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:02.922432Z
65e0e94a00003c590c2791ab,functions/Logic.java,service,cpu:=3650000000  rt:=3948853094,cloudfunctions,00d087f5e04ca4bae6b5e9b2c7e1207ec120cbc87e2c8400458563aa8f6f3486def6411c885678635bab374453006ced9854145178c492ffc7db09a81d89e1c7cb1c66,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:02.238311560Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:02.015449Z
65e0e94900083f93be88d75f,functions/Logic.java,service,cpu:=530000000  rt:=4195434804,cloudfunctions,00d087f5e0186eec16b65607be43864a3fa1967ef664ebd14624240451e285616d117e77a5b042d90d8ae4c0eeed6f7fdc6cabbad0e8cf01582a530381ff2f58c34e38,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:30:01.573020865Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:30:01.540563Z
65e0e94700094220f2f2716e,functions/Logic.java,service,cpu:=1550000000  rt:=2121499915,cloudfunctions,00d087f5e0e0486a09adf6faec88fdc8b4f502f69f31edaf626accb8b894f539772f833e1da305c2c6d613e85d013833ef745438552749af590e98136300e905f994ae,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:29:59.908154896Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:29:59.606752Z
65e0e9470005320ca604a456,functions/Logic.java,service,cpu:=620000000  rt:=757630745,cloudfunctions,00d087f5e0ad97d13031e31687a45c254b866178d86f6a64bad996b35fcb84c1f5e23acae57743fb05f6bd705f101eab0677e80b309bf242ca0bc79c2b7f2e13b28daa,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:29:59.575103900Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:29:59.340492Z
65e0e9460007ef526dc1e753,functions/Logic.java,service,cpu:=350000000  rt:=427940554,cloudfunctions,00d087f5e0ad9d40ccafdc9b56337d8f938b7a126e00e432a791afd39756db45c4d07432bd35363f35d3b193b37aaba53015dd610ec828565ef0a8e5f6226e73625652,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:29:58.576190701Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:29:58.520018Z
65e0e945000e596bf3775496,functions/Logic.java,service,cpu:=1850000000  rt:=3395792366,cloudfunctions,00d087f5e04ca4bae6b5e9b2c7e1207ec120cbc87e2c8400458563aa8f6f3486def6411c885678635bab374453006ced9854145178c492ffc7db09a81d89e1c7cb1c66,projects/modellearning/logs/run.googleapis.com%2Fstdout,,2024-02-29T20:29:58.242898310Z,sslist,northamerica-northeast1,modellearning,sslist-00011-lf6,sslist,cloud_run_revision,INFO,functions/Logic.java,2024-02-29T20:29:57.940395Z
